trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
816,False,"{'a': 0.4, 'e': 0.0002858623947974087}",35,22,22.496655607706348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.4, 'e': 0.0002830180164443136}",20,14,11.808618481211754,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.4, 'e': 0.000280201940128712}",30,9,38.61775376456957,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.4, 'e': 0.0002774138842406257}",20,5,28.817563508039942,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.4, 'e': 0.00027465356997214254}",35,17,31.688293872706584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.4, 'e': 0.00027192072128953476}",20,8,22.747949488138477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.4, 'e': 0.00026921506490565784}",35,0,50.12709169487709,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.4, 'e': 0.00026653633025261806}",20,12,16.089304668785886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.4, 'e': 0.00026388424945471793}",20,15,9.79517915998789,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.4, 'e': 0.00026125855730166754}",20,0,31.152637011034898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
826,False,"{'a': 0.4, 'e': 0.0002586589912220635}",25,15,17.828858996296873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.4, 'e': 0.00025608529125713156}",25,17,11.944584223253486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.4, 'e': 0.0002535372000347304}",20,14,8.275027065368734,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.4, 'e': 0.000251014462743614}",20,10,17.494543186526883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.4, 'e': 0.00024851682710795185}",30,8,37.380748572530585,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.4, 'e': 0.00024604404336209853}",30,15,29.81277430794306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.4, 'e': 0.0002435958642256188}",20,5,27.757146333506043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.4, 'e': 0.00024117204487855885}",25,3,34.991738235631225,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.4, 'e': 0.00023877234293696414}",20,9,24.278046546758166,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.4, 'e': 0.00023639651842864072}",35,25,19.183662515610944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
